"location";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country";"osm_key";"osm_value";"lon";"lat";"msg"
"LT-44249, Kaunas, Lithuania";"5234846528";"N";"Flamanda LTD - Electric Product World";"19";"Draugystės g.";"51228";"Kaunas";"Kaunas County";"Lithuania";"shop";"electronics";24,0042754;54,9065404;NA
"16-400, Suwalki, Poland";"608674696";"W";"Lotnisko Suwałki";NA;NA;"16-402";"Zielone Kamedulskie";"Podlaskie Voivodeship";"Poland";"aeroway";"aerodrome";22,8938668241374;54,0730133;NA
"48565, Steinfurt, Germany";"155787";"R";"Steinfurt";NA;NA;"48565";NA;"North Rhine-Westphalia";"Germany";"place";"town";7,3903454;52,1294289;NA
"7513ER, Enschede, Netherlands";"314660692";"W";"Zuiderval";NA;NA;"7513EB";"Enschede";"Overijssel";"The Netherlands";"highway";"secondary";6,8882668;52,2138094;NA
"48529, Nordhorn, Germany";"511292640";"W";"Bahnhof Nordhorn";NA;NA;"48529";"Nordhorn";"Lower Saxony";"Germany";"landuse";"railway";7,06569918189444;52,4294961;NA
"6041GH, Roermond, Netherlands";"662495821";"W";"Abdijhof";NA;NA;"6041HG";"Roermond";"Limburg";"The Netherlands";"highway";"pedestrian";5,9894057;51,1934798;NA
"49610, Quakenbrück, Germany";"1808589";"R";"Quakenbrück";NA;NA;"49610";NA;"Lower Saxony";"Germany";"place";"town";7,9567402;52,6757127;NA
"49716, Meppen, Germany";"1075125";"R";"Meppen";NA;NA;"49716";NA;"Lower Saxony";"Germany";"place";"town";7,2909824;52,6947452;NA
"7333NP, Apeldoorn, Netherlands";"29108469";"W";"Kayersbeek";NA;NA;"7333NG";"Apeldoorn";"Gelderland";"The Netherlands";"waterway";"stream";5,9582275;52,1855207;NA
"26789, Leer, Germany";"1106875";"R";"Leer";NA;NA;"26789";NA;"Lower Saxony";"Germany";"boundary";"administrative";7,46314680378176;53,2473626;NA
"47533, Kleve, Germany";"100888111";"W";"Medline International Germany GmbH";"5-7";"Wilhelm-Sinsteden-Straße";"47533";"Cleves";"North Rhine-Westphalia";"Germany";"building";"yes";6,14914106701683;51,81301935;NA
"9693CJ, Bad Nieuweschans, Netherlands";"511825006";"W";NA;NA;NA;"9693CJ";"Oldambt";"Groningen";"The Netherlands";"highway";"motorway";7,211527;53,1769999;NA
"41179, Mönchengladbach, Germany";"4019761";"R";"Mönchengladbach Environmental Zone";NA;"Seilerweg";"41069";"Mönchengladbach";"North Rhine-Westphalia";"Germany";"boundary";"low_emission_zone";6,42824493625131;51,17684405;NA
"8012EE, Zwolle, Netherlands";"414720";"R";"Zwolle";NA;NA;NA;NA;"Overijssel";"The Netherlands";"place";"city";6,0943765;52,5089759;NA
"7081BN, Gendringen, Netherlands";"6784806";"W";"Ulftseweg";NA;NA;"7081BS";"Oude IJsselstreek";"Gelderland";"The Netherlands";"highway";"tertiary";6,3810402;51,8717229;NA
"48599, Gronau, Germany";"162865";"R";"Gronau";NA;NA;"48599";NA;"North Rhine-Westphalia";"Germany";"place";"town";7,0236342;52,2118499;NA
"5912BG, Venlo, Netherlands";"6703046";"W";"Sint Isidorusstraat";NA;NA;"5912GB";"Venlo";"Limburg";"The Netherlands";"highway";"residential";6,1707472;51,3600184;NA
"6942GK, Didam, Netherlands";"6793452";"W";"Haaghweg";NA;NA;"6942GN";"Montferland";"Gelderland";"The Netherlands";"highway";"unclassified";6,14597;51,92744;NA
"47803, Krefeld, Germany";"93355541";"W";"Krefeld Central Station";NA;"Nebeneingang Nord zu Bus und Strab";"47798";"Krefeld";"North Rhine-Westphalia";"Germany";"building";"yes";6,56959168358828;51,32603335;NA
"8601GR, Sneek, Netherlands";"813106976";"N";"Trein museum - Nationaal Modelspoor Museum";"17";"Doctor Boumaweg";"8601GM";"Súdwest-Fryslân";"Friesland";"The Netherlands";"tourism";"museum";5,6518255;53,0324865;NA
"35-959, Rzeszów, Poland";"225158852";"W";"Asseco Poland S.A.";"14";"Olchowa";"35-322";"Rzeszów";"Subcarpathian Voivodeship";"Poland";"office";"company";22,0337351318222;50,0512545;NA
"023 01, Oščadnica, Slovakia";"26037479";"N";"Oščadnica";NA;NA;"023 01";NA;"Region of Žilina";"Slovakia";"place";"village";18,8838235;49,4357777;NA
"34-400, Nowy Targ, Poland";"231816801";"W";"Lotnisko Nowy Targ";NA;"Lotników";"34-400";"Nowy Targ";"Lesser Poland Voivodeship";"Poland";"aeroway";"aerodrome";20,052523632607;49,4624194;NA
"5930, Belene, Bulgaria";"1922468";"R";"Belene";NA;NA;"5930";NA;NA;"Bulgaria";"boundary";"administrative";25,0983478216836;43,5969895;NA
"200678, Craiova, Romania";"171935221";"W";"Strada Vasile Conta";NA;NA;"200678";"Craiova";"Dolj";"Romania";"highway";"residential";23,8013465;44,3215134;NA
"907095, Crucea  commune, Romania";"74492924";"W";"Crucea";NA;NA;"907095";NA;"Constanța";"Romania";"place";"village";28,2323408304124;44,5301965;NA
"3700, Vidin, Bulgaria";"31058196";"N";"Vidin";NA;NA;"3700";NA;NA;"Bulgaria";"place";"city";22,8773117;43,9858809;NA
"220145, Drobeta Turnu Severin, Romania";"126278515";"N";"Drobeta-Turnu Severin";NA;NA;"220131";NA;"Mehedinți";"Romania";"place";"city";22,6531975;44,6257835;NA
"9500, Dobrich, Bulgaria";"31058173";"N";"Dobrich";NA;NA;"9300";NA;NA;"Bulgaria";"place";"city";27,8297415;43,5688397;NA
"900457, Constanta, Romania";"38625426";"W";"Strada Capidava";NA;NA;"900457";"Constanța";"Constanța";"Romania";"highway";"residential";28,6278231;44,206066;NA
"200381, Craiova, Romania";"28897838";"W";"Strada Simion Bărnuțiu";NA;NA;"200381";"Craiova";"Dolj";"Romania";"highway";"secondary";23,7981831;44,3117428;NA
"200346, Craiova, Romania";"215373408";"W";"Strada Părului";NA;NA;"200346";"Craiova";"Dolj";"Romania";"highway";"residential";23,8014635;44,3100664;NA
"9300, Dobrich, Bulgaria";"31058173";"N";"Dobrich";NA;NA;"9300";NA;NA;"Bulgaria";"place";"city";27,8297415;43,5688397;NA
"77125, Magurele, Romania";"322191351";"W";"Măgurele";NA;NA;"77125";NA;"Ilfov";"Romania";"place";"town";26,0372731415167;44,36023855;NA
"87115, Giurgiu County, Romania";"74340120";"W";"Tântava";NA;NA;"87116";NA;"Giurgiu";"Romania";"place";"village";25,8197765132025;44,41454865;NA
"30833, Bucharest, Romania";"96209423";"N";"Bucharest";NA;NA;"010051";NA;"Bucharest";"Romania";"place";"city";26,1027202;44,4361414;NA
"1040, Sofia, Bulgaria";"1700083447";"N";"Sofia";NA;NA;"1000";NA;NA;"Bulgaria";"place";"city";23,3221789;42,6978634;NA
"11464, Bucharest, Romania";"96209423";"N";"Bucharest";NA;NA;"010051";NA;"Bucharest";"Romania";"place";"city";26,1027202;44,4361414;NA
"230116, Slatina, Romania";"166896699";"W";"Strada Caloianca";NA;NA;"230116";"Slatina";"Olt";"Romania";"highway";"residential";24,3594604;44,4260502;NA
"3000, Vratsa, Bulgaria";"31058197";"N";"Vratsa";NA;NA;"3000";NA;NA;"Bulgaria";"place";"city";23,548027;43,2028209;NA
"7017, Ruse, Bulgaria";"300973155";"W";"Ruse";NA;NA;NA;NA;NA;"Bulgaria";"place";"city";25,9542057;43,8480413;NA
"30405, Giurgiu, Romania";"2366987";"R";"Giurgiu";NA;NA;NA;NA;NA;"Romania";"place";"county";26,0500444807338;44,1235263;NA
"80031, Giurgiu, Romania";"2366987";"R";"Giurgiu";NA;NA;NA;NA;NA;"Romania";"place";"county";26,0500444807338;44,1235263;NA
"9600, Balchik, Bulgaria";"1933112";"R";"Balchik";NA;NA;NA;NA;NA;"Bulgaria";"boundary";"administrative";28,1330087234607;43,476155;NA
"915400, Oltenița, Călărași county, Romania";"2029839403";"N";"Oltenița";NA;NA;"915400";NA;"Călărași";"Romania";"place";"town";26,6407009;44,0904556;NA
"5980, Cherven bryag, Bulgaria";"273488939";"N";"Cherven Bryag";NA;NA;NA;NA;NA;"Bulgaria";"place";"town";24,0824325;43,2789455;NA
"3400, Montana, Bulgaria";"31058180";"N";"Montana";NA;NA;"3400";NA;NA;"Bulgaria";"place";"city";23,2203193;43,4088984;NA
"3500, Berkovitsa, Bulgaria";"1916930";"R";"Berkovitsa";NA;NA;NA;NA;NA;"Bulgaria";"boundary";"administrative";23,1129440194401;43,2490475;NA
"200130, Craiova, Romania";"390384649";"N";"Craiova";NA;NA;"200402";"Craiova";"Dolj";"Romania";"place";"city";23,7965614;44,3190159;NA
"7002, Ruse, Bulgaria";"300973155";"W";"Ruse";NA;NA;NA;NA;NA;"Bulgaria";"place";"city";25,9542057;43,8480413;NA
"9650, Dobrich, Bulgaria";"31058173";"N";"Dobrich";NA;NA;"9300";NA;NA;"Bulgaria";"place";"city";27,8297415;43,5688397;NA
"85100, Bolintin Vale, Romania";"140189328";"N";"Bolintin-Vale";NA;NA;"85100";"Bolintin-Vale";"Giurgiu";"Romania";"place";"town";25,7584353;44,4474877;NA
"225400, Vinju Mare, Romania";"74512572";"W";"Orevița Mare";NA;NA;"225403";NA;"Mehedinți";"Romania";"place";"village";22,9121111142567;44,456916;NA
"910001, Calarasi, Romania";"142256099";"N";"Calarasi";NA;NA;"910071";"Călărași";"Călărași";"Romania";"place";"city";27,3313233;44,1961646;NA
"907175, Lumina commune, Romania";"441178680";"N";"Lumina";NA;NA;"907175";NA;"Constanța";"Romania";"place";"village";28,5663032;44,2939229;NA
"5000, Veliko Tarnovo, Bulgaria";"31058195";"N";"Veliko Tarnovo";NA;NA;"5000";NA;NA;"Bulgaria";"place";"city";25,6321312;43,0820584;NA
"7000, Rousse, Bulgaria";"308547874";"W";"Business Park Rousse";NA;NA;"7013";"Ruse";NA;"Bulgaria";"landuse";"commercial";25,9922590434075;43,8533977;NA
"5800, Pleven, Bulgaria";"31058183";"N";"Pleven";NA;NA;"5805";NA;NA;"Bulgaria";"place";"city";24,6180123;43,409022;NA
"50-425, Wrocław, Poland";"429378687";"W";"Oława";NA;NA;"50-429";"Wroclaw";"Lower Silesian Voivodeship";"Poland";"waterway";"river";17,0777181;51,0921746;NA
"00-924, Warszawa, Poland";"5029254428";"N";"Ogólnopolskie Porozumienie Związków Zawodowych";"36/40";"Mikołaja Kopernika";"00-924";"Warsaw";"Masovian Voivodeship";"Poland";"office";"trade_union";21,0200113;52,2380734;NA
"68-200, Żary, Poland";"159071872";"W";NA;NA;NA;"68-200";"Rusocice";"Lubusz Voivodeship";"Poland";"highway";"trunk";15,0466481;51,5651794;NA
"59-900, Zgorzelec, Poland";"124713624";"W";"Dreiradenmühle Zgorzelec";NA;"Old Town Bridge";"59-903";"Zgorzelec";"Lower Silesian Voivodeship";"Poland";"man_made";"watermill";14,9947017943811;51,1578839;NA
"58-508, Łomnica, Poland";"237599078";"W";"Jelenia Góra Airport";NA;"Łomnicka";"58-508";"Jelenia Góra";"Lower Silesian Voivodeship";"Poland";"aeroway";"aerodrome";15,7846953513505;50,8986031;NA
"1062, Dresden, Germany";"191645";"R";"Dresden";NA;NA;NA;NA;"Saxony";"Germany";"place";"city";13,7384625899588;51,0762895;NA
"50-040, Wrocław, Poland";"1602110740";"N";"Przedmieście Świdnickie";NA;NA;"50-045";"Wroclaw";"Lower Silesian Voivodeship";"Poland";"place";"suburb";17,0223087;51,1036613;NA
"50-411, Wrocław, Poland";"29388173";"W";"Oława";NA;NA;"50-413";"Wroclaw";"Lower Silesian Voivodeship";"Poland";"waterway";"river";17,0589549;51,0963186;NA
"59-700, Bolesławiec, Poland";"1670928";"R";"gmina Bolesławiec";NA;NA;"59-707";NA;"Lower Silesian Voivodeship";"Poland";"boundary";"administrative";15,5787539166693;51,3213454;NA
", Dresden, Germany";"191645";"R";"Dresden";NA;NA;NA;NA;"Saxony";"Germany";"place";"city";13,7384625899588;51,0762895;NA
", Wrocław, Poland";"2805690";"R";"Wroclaw";NA;NA;NA;NA;"Lower Silesian Voivodeship";"Poland";"place";"city";17,0326689;51,1089776;NA
"69501, Hodonín, Czech Republic";"476280851";"W";"NORMA Czech s.r.o.";NA;NA;"69301";"Hustopeče";"Southeast";"Czech Republic";"landuse";"industrial";16,743578008786;48,9462056;NA
"90701, Myjava, Slovakia";"329619753";"W";"Myjava";NA;NA;"90701";"District of Myjava";"Region of Trenčín";"Slovakia";"waterway";"stream";17,5832954;48,7811484;NA
"95701, Bánovce nad Bebravou, Slovakia";"1557455";"R";"Bánovce nad Bebravou";NA;NA;NA;"District of Bánovce nad Bebravou";"Region of Trenčín";"Slovakia";"boundary";"administrative";18,2511685696957;48,72523055;NA
"97101, Prievidza, Slovakia";"55965786";"W";"Gewis Slovakia";NA;NA;"97101";"District of Prievidza";"Region of Trenčín";"Slovakia";"man_made";"works";18,6450701039685;48,7677457;NA
"92502, Dolné Saliby, Slovakia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"90606, Vrbovce, Slovakia";"329108762";"W";"Vrbovec";NA;NA;"90067";"Láb";"Region of Bratislava";"Slovakia";"highway";"residential";16,9820972;48,3606577;NA
"91333, Horná Súča, Slovakia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"90613, Brezová pod Bradlom, Slovakia";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"8041, Graz, Austria";"458920088";"W";"BP-Tuning Austria";"41";"Liebenauer Hauptstraße";"8041";"Graz";"Styria";"Austria";"office";"company";15,4582695328526;47,043329;NA
"2230, Lenart, Slovenia";"1681544";"R";"Lenart";NA;NA;NA;NA;NA;"Slovenia";"place";"town";15,8312836;46,5760851;NA
"6310, Izola, Slovenia";"541990";"R";"Izola / Isola";NA;NA;NA;NA;NA;"Slovenia";"place";"town";13,65939;45,5398936;NA
"6240, Kozina, Slovenia";"541741";"R";"Hrpelje-Kozina";NA;NA;NA;NA;NA;"Slovenia";"boundary";"administrative";14,0125662937614;45,56233185;NA
"78-100, Kołobrzeg, Poland";"3232469536";"N";"Foodmark Poland Sp. z o.o.";"29";"Bałtycka";"78-100";"Kołobrzeg";"West Pomeranian Voivodeship";"Poland";"man_made";"works";15,5555769;54,1773308;NA
"35195, Växjö, Sweden";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"Not found"
"80-861, Gdańsk, Poland";"359641760";"W";"Delphi Poland S.A.";NA;NA;"80-298";"Gdansk";"Pomeranian Voivodeship";"Poland";"landuse";"industrial";18,4835097452156;54,36765455;NA
"LT-92294, Klaipeda, Lithuania";"4829176422";"N";"Timber hangar ltd";"82";"Tilžės g.";"91101";"Klaipėda";"Klaipeda County";"Lithuania";"shop";"hardware";21,1913232;55,7026787;NA
"4180, Soro, Denmark";"26559256";"N";"Sorø";NA;NA;"4180";NA;"Region Zealand";"Denmark";"place";"town";11,5629363;55,4365822;NA
"17489, Greifswald, Germany";"62363";"R";"Greifswald";NA;NA;NA;NA;"Mecklenburg-Vorpommern";"Germany";"place";"town";13,3815238;54,095791;NA
"80-233, Gdańsk, Poland";"141393858";"W";"Gdańsk University of Technology";NA;"Romualda Traugutta";"80-233";"Gdansk";"Pomeranian Voivodeship";"Poland";"amenity";"university";18,6171601574695;54,37086525;NA
"4800, Nykoebing Falster, Denmark";"26559259";"N";"Nykøbing Falster";NA;NA;"4800";NA;"Region Zealand";"Denmark";"place";"town";11,8709918;54,7646137;NA
"82-300, Elbląg, Poland";"2675360";"R";"Elbląg";NA;NA;"82-300";NA;"Warmian-Masurian Voivodeship";"Poland";"place";"city";19,4044583;54,1558708;NA
"37435, Karlshamn, Sweden";"27395889";"N";"Karlshamn";NA;NA;"37436";NA;"Blekinge County";"Sweden";"place";"town";14,8631279;56,1701723;NA
"231 83, Trelleborg, Sweden";"4225421891";"N";"Metso Sweden AB";NA;"Terminalsgatan";"231 32";"Dalköpinge";"Skåne County";"Sweden";"office";"government";13,2034438;55,371111;NA
"72-600, Świnoujście, Poland";"366700324";"N";"Świnoujście";NA;"Dworcowa";"72-602";"Świnoujście";"West Pomeranian Voivodeship";"Poland";"railway";"station";14,2667292;53,9047191;NA
"75-453, Koszalin, Poland";"1831521753";"N";"Osiedle imienia Melchiora Wańkowicza";NA;NA;"75-453";"Koszalin";"West Pomeranian Voivodeship";"Poland";"place";"neighbourhood";16,2007463;54,2027119;NA
"80-830, Gdańsk, Poland";"359641760";"W";"Delphi Poland S.A.";NA;NA;"80-298";"Gdansk";"Pomeranian Voivodeship";"Poland";"landuse";"industrial";18,4835097452156;54,36765455;NA
"80-560, Gdańsk, Poland";"359641760";"W";"Delphi Poland S.A.";NA;NA;"80-298";"Gdansk";"Pomeranian Voivodeship";"Poland";"landuse";"industrial";18,4835097452156;54,36765455;NA
"67000, STRASBOURG, France";"530839221";"W";"Grands Moulins de Strasbourg";"1";NA;"67000";"Strasbourg";"Grand Est";"France";"landuse";"industrial";7,79175291263401;48,58625615;NA
"76227, Karlsruhe, Germany";"316433983";"W";"Karlsruhe Palace";"1";"Schlossbezirk";"76131";"Karlsruhe";"Baden-Württemberg";"Germany";"historic";"castle";8,40435918703854;49,0135248;NA
"68021, COLMAR, France";"61423";"R";"Colmar";NA;NA;"68000";NA;"Grand Est";"France";"place";"town";7,3579641;48,0777517;NA
"67070, STRASBOURG Cedex, France";"3069229440";"N";"Strasbourg";NA;"Place de la Gare";"67001";"Strasbourg";"Grand Est";"France";"shop";"travel_agency";7,7339249;48,5852933;NA
"67082, STRASBOURG CEDEX, France";"4500263";"R";"Strasbourg-5";NA;"Rue d'Istanbul";"67027";"Strasbourg";"Grand Est";"France";"boundary";"political";7,76824358772624;48,57605195;NA
"67400, Illkirch, France";"75143";"R";"Illkirch-Graffenstaden";NA;NA;"67400";NA;"Grand Est";"France";"place";"town";7,7116218;48,5298611;NA
"79085, Freiburg, Germany";"62768";"R";"Freiburg im Breisgau";NA;NA;NA;NA;"Baden-Württemberg";"Germany";"place";"city";7,8494005;47,9960901;NA
"77652, Offenburg, Germany";"2931428598";"N";"Offenburg";NA;"Hauptstraße";"77652";"Offenburg";"Baden-Württemberg";"Germany";"railway";"station";7,9465414;48,4765153;NA
"55118, Mainz, Germany";"240116263";"N";"Mainz";NA;NA;"55116";"Mainz";"Rhineland-Palatinate";"Germany";"place";"city";8,2762513;50,0012314;NA
"67081, Strasbourg, France";"71033";"R";"Strasbourg";NA;NA;NA;NA;"Grand Est";"France";"place";"city";7,7507127;48,584614;NA
"67084, Strasbourg Cedex, France";"2597701571";"N";"La Petite France";NA;NA;"67080";"Strasbourg";"Grand Est";"France";"place";"neighbourhood";7,7421809;48,5813647;NA
"68000, COLMAR, France";"61423";"R";"Colmar";NA;NA;"68000";NA;"Grand Est";"France";"place";"town";7,3579641;48,0777517;NA
"68300, St-Louis, France";"180915313";"W";"Über der Strasse";NA;NA;"68300";"Saint-Louis";"Grand Est";"France";"landuse";"commercial";7,54825726818287;47,6002385;NA
"68128, Village-Neuf, France";"85423";"R";"Village-Neuf";NA;NA;"68128";NA;"Grand Est";"France";"place";"village";7,5696755;47,6054816;NA
"68006, COLMAR CEDEX, France";"61423";"R";"Colmar";NA;NA;"68000";NA;"Grand Est";"France";"place";"town";7,3579641;48,0777517;NA
"45110, Ioannina, Greece";"139314748";"N";"Ioannina";NA;NA;"45332";NA;"Epirus - Western Macedonia";"Greece";"place";"city";20,8522784;39,6639818;NA
"227440, Svinita Commune, Romania";"460206642";"N";"Svinița";NA;NA;"227440";"Svinița";"Mehedinți";"Romania";"place";"village";22,1048751;44,5001339;NA
"320084, Resita, Romania";"34079017";"N";"Reșița";NA;NA;"320066";"Reșița";"Caraș-Severin";"Romania";"place";"town";21,8877676;45,2890106;NA
", Timisoara, Romania";"57116400";"N";"Timișoara";NA;NA;"300030";"Timișoara";"Timiș";"Romania";"place";"city";21,2257474;45,7538355;NA
"300415, Timisoara, Romania";"57116400";"N";"Timișoara";NA;NA;"300030";"Timișoara";"Timiș";"Romania";"place";"city";21,2257474;45,7538355;NA
"300173, Timisoara, Romania";"107060538";"W";"Strada Andrei Mureșanu";NA;NA;"300173";"Timișoara";"Timiș";"Romania";"highway";"pedestrian";21,2144285;45,7493101;NA
", Giarmata, Romania";"34088277";"N";"Giarmata";NA;NA;"307210";"Giarmata";"Timiș";"Romania";"place";"village";21,3155549;45,8385703;NA
"26000, Pančevo, Serbia";"549923685";"W";"Dom Zdravlja Pancevo";NA;"Милоша Обреновића";"26000";"Pancevo";"Vojvodina";"Serbia";"amenity";"hospital";20,6532678399597;44,8681789;NA
"23300, Kikinda, Serbia";"82010333";"W";"Kikinda";NA;NA;NA;NA;"Vojvodina";"Serbia";"place";"town";20,4627388;45,8254439;NA
"307155, Dumbrava, Romania";"34088338";"N";"Dumbrava";NA;NA;"307155";NA;"Timiș";"Romania";"place";"village";22,1168539;45,8253697;NA
", Timișoara, Romania";"57116400";"N";"Timișoara";NA;NA;"300030";"Timișoara";"Timiș";"Romania";"place";"city";21,2257474;45,7538355;NA
"320085, Resita, Romania";"34079017";"N";"Reșița";NA;NA;"320066";"Reșița";"Caraș-Severin";"Romania";"place";"town";21,8877676;45,2890106;NA
"23218, Nova Crnja, Serbia";"512051249";"N";"Nova Crnja";NA;NA;NA;NA;"Vojvodina";"Serbia";"place";"village";20,6070532;45,6678337;NA
"307160, Dumbravita, Romania";"84722992";"W";"Dumbrăvița";NA;NA;"307160";NA;"Timiș";"Romania";"boundary";"administrative";21,2323381693291;45,7978211;NA
", Recas, Romania";"34088259";"N";"Recaș";NA;NA;"307340";NA;"Timiș";"Romania";"place";"town";21,5092923;45,8017074;NA
", Zaječar, Serbia";"6354700";"R";"Zajecar";NA;NA;"19000";NA;"Central Serbia";"Serbia";"place";"town";22,2784785;43,9028683;NA
"300120, Timisoara, Romania";"23635618";"W";"Strada Paul Iorgovici";NA;NA;"300120";"Timișoara";"Timiș";"Romania";"highway";"residential";21,2562715;45,760041;NA
"12000, Pozarevac, Serbia";"508252203";"W";"Narodni muzej Požarevac";NA;"Воје Дулића";"12000";"Pozarevac";"Central Serbia";"Serbia";"tourism";"museum";21,1868960519262;44,62188225;NA
"10000, Zagreb, Croatia";"553035611";"N";"Croatia banka";NA;"Trg Eugena Kvaternika";"10000 ZAGREB";"Zagreb";NA;"Croatia";"amenity";"bank";15,9976414;45,8143053;NA
"32100, VINKOVCI, Croatia";"170843829";"W";"Croatia osiguranje";NA;"Ulica Vladimira Nazora";"32100";"Vinkovci";NA;"Croatia";"building";"yes";18,8047538318944;45,29106845;NA
"88320, Ljubuški, Bosnia and Herzegovina";"5970431386";"N";"Ljubuški";NA;NA;"88 320";NA;"Entity Federation of Bosnia and Herzegovina";"Bosnia and Herzegovina";"place";"town";17,540558;43,1904758;NA
"10152, Torino, Italy";"43992";"R";"Turin";NA;NA;NA;NA;"Piemont";"Italy";"place";"city";7,6824892;45,0677551;NA
"3001, Bern, Switzerland";"558898075";"W";"Stadtbach";NA;NA;"3001";"Bern";"Bern";"Switzerland";"waterway";"stream";7,4332234;46,9489939;NA
"10122, Torino, Italy";"43992";"R";"Turin";NA;NA;NA;NA;"Piemont";"Italy";"place";"city";7,6824892;45,0677551;NA
"30172, Venezia Mestre, Italy";"6063641892";"N";"Venezia Mestre";NA;"Viale Stazione";"30170";"Venice";"Veneto";"Italy";"railway";"station";12,2320202;45,4820294;NA
"80333, München, Germany";"4054816";"W";"München Hauptbahnhof";NA;"Arnulfstraße";"80335";"Munich";"Bavaria";"Germany";"building";"yes";11,5581365961491;48,1406229;NA
