"Programme";"Acronym";"Project.Partner";"Lead.Partner";"Street";"Postal.code";"Town";"Country";"Website";"Department";"Legal.Status";"Country.code";"NUTS1..or.equivalent.";"NUTS2..or.equivalent.";"NUTS3..or.equivalent.";"location";"Postal.code2";"location2";"osm_id";"osm_type";"name";"housenumber";"street";"postcode";"city";"state";"country.x";"osm_key";"osm_value";"lon.x";"lat.x";"msg";"lon.y";"lat.y";"type";"loctype";"north";"south";"east";"west";"locality";"country.y";"postal_code";"administrative_area_level_1";"SourceGeoCode";"TownLowerCase";"CountrySimplified";"CountryGeoCode";"CountryGeocodeSimplified"
"2007 - 2013 Italy - Tunisia ENPI CBC";"COMPASS";"Agency for Investment Promotion";"Yes";"63, rue de Syrie";"1002";"Tunis Belv";"Tunisia";"http://www.italietunisie.eu/";"";"";"TN  / Tunisia";"";"";"";"1002, Tunis Belv, Tunisia";"1002";"Tunis Belv, Tunisia";"28827821";"W";"Rua Tunísia";NA;NA;"31630-000";"Belo Horizonte";"Minas Gerais";"Brazil";"highway";"residential";-43,9476209;-19,7975307;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"tunis belv";"Tunisia";"Brazil";"Brazil"
"2007 - 2013 Estonia-Latvia-Russia ENPI CBC";"Green public houses";"Misso Rural Municipality Government,";"Yes";"Misso, Misso vald,  Võrumaa,";"65001";"Misso";"Estonia";"http://www.estlatrus.eu/";"";"";"EE Estonia / EESTI";"EE0  / EESTI";"EE00  / Eesti";"EE008  / Lõuna-Eesti";"65001, Misso, Estonia";"65001";"Misso, Estonia";"3057221163";"N";"Permanent Mission of the Republic of Estonia to the United Nations";"305";"East 47th Street";"10017";"New York City";"New York";"United States of America";"amenity";"embassy";-73,969054;40,7527604;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"misso";"Estonia";"United States of America";"United States of America"
"2007 - 2013 South Baltic (PL-SE-DK-LT-DE)";"Ciconia";"Regionteatern Blekinge-Kronoberg";"Yes";"Box 468";"35106";"Växjö";"Sweden";"http://ciconiaproject.eu/";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE21  / Småland med öarna";"SE212  / Kronobergs län";"35106, Växjö, Sweden";"35106";"Växjö, Sweden";"7779075";"W";"Sweeney Hollow Road";NA;NA;"35126";"Pinson";"Alabama";"United States of America";"highway";"tertiary";-86,665866;33,674883;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"växjö";"Sweden";"United States of America";"United States of America"
"2007 - 2013 South Baltic (PL-SE-DK-LT-DE)";"Focus on Food";"The Environment Department City of Malmö";"Yes";"Bergsgatan 17";"205 80";"Malmö";"Sweden";"http://www.focus-on-food.eu/";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE22  / Sydsverige";"SE224  / Skåne län";"205 80, Malmö, Sweden";"20580";"Malmö, Sweden";"4005036900";"N";"Escuela Nro 80";NA;"Grito de Asencio";"20400";"San Carlos";"Maldonado";"Uruguay";"amenity";"school";-54,9218279;-34,7852792;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"malmö";"Sweden";"Uruguay";"Uruguay"
"2007 - 2013 South Baltic (PL-SE-DK-LT-DE)";"Going abroad";"Region Skåne, Regional Resource Centre for women";"Yes";"Dockplatsen 26";"205 25";"Malmö";"Sweden";"http://www.goingabroad.nu/web/page.aspx?sid=8770";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE22  / Sydsverige";"SE224  / Skåne län";"205 25, Malmö, Sweden";"20525";"Malmö, Sweden";"183882617";"W";"Calle 25";NA;NA;"20200";"Playa Hermosa";"Maldonado";"Uruguay";"highway";"residential";-55,294436;-34,832059;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"malmö";"Sweden";"Uruguay";"Uruguay"
"2007 - 2013 South Baltic (PL-SE-DK-LT-DE)";"Inno-Heat";"Region Skåne";"Yes";"Dockplatsen 26";"205 25";"Malmö";"Sweden";"http://innoheat.eu/";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE22  / Sydsverige";"SE224  / Skåne län";"205 25, Malmö, Sweden";"20525";"Malmö, Sweden";"183882617";"W";"Calle 25";NA;NA;"20200";"Playa Hermosa";"Maldonado";"Uruguay";"highway";"residential";-55,294436;-34,832059;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"malmö";"Sweden";"Uruguay";"Uruguay"
"2007 - 2013 South Baltic (PL-SE-DK-LT-DE)";"RES-Chains";"Energy Agency for Southeast Sweden";"Yes";"Framtidsvägen 10A";"35196";"Växjö";"Sweden";"http://www.res-chains.eu/";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE21  / Småland med öarna";"SE212  / Kronobergs län";"35196, Växjö, Sweden";"35196";"Växjö, Sweden";"7779075";"W";"Sweeney Hollow Road";NA;NA;"35126";"Pinson";"Alabama";"United States of America";"highway";"tertiary";-86,665866;33,674883;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"växjö";"Sweden";"United States of America";"United States of America"
"2007 - 2013 South Baltic (PL-SE-DK-LT-DE)";"WEBSR2 Upgrade";"Energy Agency for Southeast Sweden (ESS)";"Yes";"Framtidsvägen 10 A";"35196";"Vaxjö";"Sweden";"http://www.windenergy-in-the-bsr.net/windart.php";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE21  / Småland med öarna";"SE212  / Kronobergs län";"35196, Vaxjö, Sweden";"35196";"Vaxjö, Sweden";"7779075";"W";"Sweeney Hollow Road";NA;NA;"35126";"Pinson";"Alabama";"United States of America";"highway";"tertiary";-86,665866;33,674883;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"vaxjö";"Sweden";"United States of America";"United States of America"
"2007 - 2013 Mediterranean Sea Basin ENPI CBC";"DAEDALUS";"UNISYSTEMS Information Technology SA";"Yes";"19-23, Al. Pantou Street
";"GR – 176 71";"Kallithea";"Greece";"http://www.daedalusproject.eu";"";"";"EL Greece / ΕΛΛΑΔΑ (ELLADA)";"EL3  / ATTIKΗ (ATTIKI)";"EL30  / Aττική (Attiki)";"EL304  / Νότιος Τομέας Αθηνών (Notios Tomeas Athinon)";"GR – 176 71, Kallithea, Greece";"GR–17671";"Kallithea, Greece";"55747483";"W";"Greece Street";NA;NA;"1724";"Roodepoort";"Gauteng";"South Africa";"highway";"residential";27,8474248;-26,1557727;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"kallithea";"Greece";"South Africa";"South Africa"
"2007 - 2013 Lithuania-Poland-Russia ENPI CBC";"ILPR.02.03.00-28-023/10-00";"Voivodeship Labour Office in Olsztyn";"Yes";"Bartosza Głowackiego 28";"10-448";"Olsztyn";"Poland";"http://www.lt-pl-ru.eu";"";"";"PL Poland / POLSKA";"PL6  / REGION PÓŁNOCNY";"PL62  / Warmińsko-mazurskie";"PL622  / Olsztyński";"10-448, Olsztyn, Poland";"10-448";"Olsztyn, Poland";"405740427";"W";"Calle 10";NA;NA;"44440";"Guadalajara";"Jalisco";"Mexico";"highway";"residential";-103,3502262;20,6452652;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"olsztyn";"Poland";"Mexico";"Mexico"
"2007 - 2013 Lithuania-Poland-Russia ENPI CBC";"ILPR.02.02.00-28-152/10-00";"Wegorzewski District";"Yes";"3 Maja 17 B";"11- 600";"Węgorzewo";"Poland";"http://www.lt-pl-ru.eu";"";"";"PL Poland / POLSKA";"PL6  / REGION PÓŁNOCNY";"PL62  / Warmińsko-mazurskie";"PL623  / Ełcki";"11- 600, Węgorzewo, Poland";"11-600";"Węgorzewo, Poland";"255914813";"W";"Rua 3.600";NA;NA;"1102";"Cidade de Maputo";NA;"Mozambique";"highway";"residential";32,6048792;-25,9398204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"węgorzewo";"Poland";"Mozambique";"Mozambique"
"2007 - 2013 Netherlands - Germany (NL-DE)";"Agrobiopolymeren - I-2-01=175";"Ems Dollart Region";"Yes";"Postfach 1202";"26828";"Bunde";"Germany";"https://www.deutschland-nederland.eu/home/";"";"";"DE Germany / DEUTSCHLAND";"DEA  / NORDRHEIN-WESTFALEN";"DEA4  / Detmold";"DEA43  / Herford";"26828, Bunde, Germany";"26828";"Bunde, Germany";"339815601";"W";"Germany Valley Road";NA;NA;"26884";"Macksville";"West Virginia";"United States of America";"highway";"tertiary";-79,3932743;38,8113165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"bunde";"Germany";"United States of America";"United States of America"
"2007 - 2013 Netherlands - Germany (NL-DE)";"Mobilität - III-2-01=181";"Ems Dollart Region";"Yes";"Postfach 1202";"26828";"Bunde";"Germany";"https://www.deutschland-nederland.eu/home/";"";"";"DE Germany / DEUTSCHLAND";"DEA  / NORDRHEIN-WESTFALEN";"DEA4  / Detmold";"DEA43  / Herford";"26828, Bunde, Germany";"26828";"Bunde, Germany";"339815601";"W";"Germany Valley Road";NA;NA;"26884";"Macksville";"West Virginia";"United States of America";"highway";"tertiary";-79,3932743;38,8113165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"bunde";"Germany";"United States of America";"United States of America"
"2007 - 2013 Netherlands - Germany (NL-DE)";"Managementkosten Projekt Net(z)werk - III-3-01=047.2";"Ems Dollart Region";"Yes";"Postfach 1202";"26828";"Bunde";"Germany";"https://www.deutschland-nederland.eu/home/";"";"";"DE Germany / DEUTSCHLAND";"DEA  / NORDRHEIN-WESTFALEN";"DEA4  / Detmold";"DEA43  / Herford";"26828, Bunde, Germany";"26828";"Bunde, Germany";"339815601";"W";"Germany Valley Road";NA;NA;"26884";"Macksville";"West Virginia";"United States of America";"highway";"tertiary";-79,3932743;38,8113165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"bunde";"Germany";"United States of America";"United States of America"
"2007 - 2013 Netherlands - Germany (NL-DE)";"Net(z)werk - III-3-01=047";"Ems Dollart Region";"Yes";"Postfach 1202";"26828";"Bunde";"Germany";"https://www.deutschland-nederland.eu/home/";"";"";"DE Germany / DEUTSCHLAND";"DEA  / NORDRHEIN-WESTFALEN";"DEA4  / Detmold";"DEA43  / Herford";"26828, Bunde, Germany";"26828";"Bunde, Germany";"339815601";"W";"Germany Valley Road";NA;NA;"26884";"Macksville";"West Virginia";"United States of America";"highway";"tertiary";-79,3932743;38,8113165;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"bunde";"Germany";"United States of America";"United States of America"
"2007 - 2013 Lubuskie - Brandenburg (PL-DE)";"WTBR.02.03.00-54-005/09";"Lehrstuhl Kraftwerkstechnik der Brandenburgische Technische Universität Cottbus";"Yes";"Postfach 10 13 44";"3013";"Cottbus";"Germany";"http://de.plbb.eu/index/";"";"";"DE Germany / DEUTSCHLAND";"DE4  / BRANDENBURG";"DE40  / Brandenburg";"DE402  / Cottbus, Kreisfreie Stadt";"3013, Cottbus, Germany";"3013";"Cottbus, Germany";"11880164";"W";"Sr3013";NA;NA;"15410";"German Township";"Pennsylvania";"United States of America";"highway";"residential";-79,912365;39,916011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"cottbus";"Germany";"United States of America";"United States of America"
"2007 - 2013 Greece - Cyprus (EL-CY)";"CERAMEUS";"Lesvos Municipality";"Yes";"ΕΛ. ΒΕΝΙΖΕΛΟΥ 13-17";"81100";"MYTIΛΗΝΗ";"Greece";"http://www.greece-cyprus.eu/";"";"";"EL Greece / ΕΛΛΑΔΑ (ELLADA)";"EL4  / NΗΣΙΑ ΑΙΓΑΙΟΥ, KΡΗΤΗ (NISIA AIGAIOU, KRITI),";"EL41  / Βόρειο Αιγαίο (Voreio Aigaio)";"EL411  / Λέσβος, Λήμνος (Lesvos, Limnos),";"81100, MYTIΛΗΝΗ, Greece";"81100";"MYTIΛΗΝΗ, Greece";"17131659";"W";"Greene Avenue";NA;NA;"81006";"Pueblo";"Colorado";"United States of America";"highway";"residential";-104,6289394;38,2504873;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"mytiληνη";"Greece";"United States of America";"United States of America"
"2007 - 2013 Greece - Cyprus (EL-CY)";"HYDROFLIES";"Technological University of Cyprus";"Yes";"ΑΡΧΙΕΠΙΣΚΟΠΟΥ ΚΥΠΡΙΑΝΟΥ 31";"CY-3036";"ΛΕΜΕΣΟΣ";"Cyprus";"http://www.greece-cyprus.eu/";"";"";"CY Cyprus / ΚΥΠΡΟΣ (KYPROS)";"CY0  / ΚΥΠΡΟΣ (Kypros)";"CY00  / Κύπρος (Kypros)";"CY000  / Κύπρος (Kypros)";"CY-3036, ΛΕΜΕΣΟΣ, Cyprus";"CY-3036";"ΛΕΜΕΣΟΣ, Cyprus";"31148567";"W";"Cyprus Court";NA;NA;"3030";"Werribee";"Victoria";"Australia";"highway";"residential";144,6224111;-37,8921791;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"λεμεσοσ";"Cyprus";"Australia";"Australia"
"2007 - 2013 Greece - Cyprus (EL-CY)";"HandicrafTour";"Region of Northern Aegean-Regional Sector of Chios";"Yes";"ΠΟΛΥΤΕΧΝΕΙΟΥ 1";"82100";"ΧΙΟΣ";"Greece";"http://www.greece-cyprus.eu/";"";"";"EL Greece / ΕΛΛΑΔΑ (ELLADA)";"EL3  / ATTIKΗ (ATTIKI)";"EL30  / Aττική (Attiki)";"EL303  / Κεντρικός Τομέας Αθηνών (Kentrikos Tomeas Athinon)";"82100, ΧΙΟΣ, Greece";"82100";"ΧΙΟΣ, Greece";"252106";"R";"South Greeley";NA;NA;"82007";NA;"Wyoming";"United States of America";"place";"locality";-104,8063936;41,0971576;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"χιοσ";"Greece";"United States of America";"United States of America"
"2007 - 2013 Greece - Cyprus (EL-CY)";"ΚΕΔΕΛΕΑ";"Research Institute Frederic";"Yes";"ΦΙΛΟΚΥΠΡΟΥ 7";"CY-1036";"ΛΕΥΚΩΣΙΑ";"Cyprus";"http://www.greece-cyprus.eu/";"";"";"CY Cyprus / ΚΥΠΡΟΣ (KYPROS)";"CY0  / ΚΥΠΡΟΣ (Kypros)";"CY00  / Κύπρος (Kypros)";"CY000  / Κύπρος (Kypros)";"CY-1036, ΛΕΥΚΩΣΙΑ, Cyprus";"CY-1036";"ΛΕΥΚΩΣΙΑ, Cyprus";"16323258";"W";"St-1036";NA;NA;"42433";"New Cypress";"Kentucky";"United States of America";"highway";"residential";-87,250975;37,268874;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"λευκωσια";"Cyprus";"United States of America";"United States of America"
"2007 - 2013 Border Region Flanders - Netherlands (BE-NL)";"Groene Grondstoffen";"Rusthoeve";"Yes";"Postbus 46";"4460";"BA Goes";"Netherlands";"http://www.grensregio.eu";"";"";"NL Netherlands / NEDERLAND";"NL3  / WEST-NEDERLAND";"NL34  / Zeeland";"NL342  / Overig Zeeland";"4460, BA Goes, Netherlands";"4460";"BA Goes, Netherlands";"120698710";"W";"Praça Goes Calmon";NA;NA;"44300-000";"Cachoeira";"Bahia";"Brazil";"landuse";"recreation_ground";-38,9647166919757;-12,6041558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"ba goes";"Netherlands";"Brazil";"Brazil"
"2007 - 2013 Botnia Atlantica (SE-FI-NO)";"FYR";"Satakunta förbund";"Yes";"Pohjoisranta 11 D";"28101";"Pori";"Finland";"http://2007-2013.botnia-atlantica.eu/";"";"";"FI Finland / SUOMI / FINLAND";"FI1  / MANNER-SUOMI";"FI19  / Länsi-Suomi";"FI196  / Satakunta";"28101, Pori, Finland";"28101";"Pori, Finland";"292835602";"W";"Finland Street";NA;NA;"15224";"Pittsburgh";"Pennsylvania";"United States of America";"highway";"residential";-79,9606161;40,4580276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"pori";"Finland";"United States of America";"United States of America"
"2007 - 2013 Botnia Atlantica (SE-FI-NO)";"UniPlattform";"Satakunta University of Applied Sciences";"Yes";"Satakunnankatu";"28130";"Pori";"Finland";"http://uniplatform-uniplatform.blogspot.sk/";"Service Business";"public";"FI Finland / SUOMI / FINLAND";"FI1  / MANNER-SUOMI";"FI19  / Länsi-Suomi";"FI196  / Satakunta";"28130, Pori, Finland";"28130";"Pori, Finland";"292835602";"W";"Finland Street";NA;NA;"15224";"Pittsburgh";"Pennsylvania";"United States of America";"highway";"residential";-79,9606161;40,4580276;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"pori";"Finland";"United States of America";"United States of America"
"2007 - 2013 Sweden - Norway (SE-NO)";"Rondell";"Nord-Tröndelag fylkeskommune";"Yes";"Seilmakergata 2";"7735";"Steinkjer";"Norway";"http://www.interreg-sverige-norge.com/beviljade-projekt/projektarkiv/projekt-2007-2013-beslut-och-slutrapporter/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO06  / Trøndelag";"NO062  / Nord-Trøndelag";"7735, Steinkjer, Norway";"7735";"Steinkjer, Norway";"195956402";"W";"Norway Spruce Lane";NA;NA;"77375";"Hufsmith";"Texas";"United States of America";"highway";"residential";-95,5768168;30,1022636;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"steinkjer";"Norway";"United States of America";"United States of America"
"2007 - 2013 Sweden - Norway (SE-NO)";"Barnens Gränsland";"Årjängs municipality";"Yes";"Storgatan 66";"67229";"ÅRJÄNG";"Sweden";"http://www.interreg-sverige-norge.com/beviljade-projekt/projektarkiv/projekt-2007-2013-beslut-och-slutrapporter/";"";"";"SE Sweden / SVERIGE";"SE3  / NORRA SVERIGE";"SE31  / Norra Mellansverige";"SE311  / Värmlands län";"67229, ÅRJÄNG, Sweden";"67229";"ÅRJÄNG, Sweden";"358384192";"W";"Chiesa di San Michele Arcangelo";NA;"Strada Regionale 261 Subequana";"67029";"Tione degli Abruzzi";"Abruzzo";"Italy";"amenity";"place_of_worship";13,6748838;42,1926802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"årjäng";"Sweden";"Italy";"Italy"
"2007 - 2013 Sweden - Norway (SE-NO)";"Integrerad kompetensutveckling i partnerskap";"Høgskolen i Hedmark";"Yes";"Hamarvegen 112";"2411";"Elverum";"Norway";"http://www.interreg-sverige-norge.com/beviljade-projekt/projektarkiv/projekt-2007-2013-beslut-och-slutrapporter/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO02  / Hedmark og Oppland";"NO021  / Hedmark";"2411, Elverum, Norway";"2411";"Elverum, Norway";"6047641";"W";"Norway Avenue Northwest";NA;NA;"24017";"Roanoke";"Virginia";"United States of America";"highway";"residential";-79,996751;37,278758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"elverum";"Norway";"United States of America";"United States of America"
"2007 - 2013 Sweden - Norway (SE-NO)";"Levande historia i Gränsland";"Framtid Hogdal Idéell Förening";"Yes";"Ytterhogdal";"84090";"Ytterhogdal";"Sweden";"http://www.harjedalensturistbyra.se/ytterhogdal/se-och-gora";"";"";"SE Sweden / SVERIGE";"SE3  / NORRA SVERIGE";"SE32  / Mellersta Norrland";"SE322  / Jämtlands län";"84090, Ytterhogdal, Sweden";"84090";"Ytterhogdal, Sweden";"10162732";"W";"Swede Alley";NA;NA;"84060";"Park City";"Utah";"United States of America";"highway";"unclassified";-111,495159;40,6436474;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"ytterhogdal";"Sweden";"United States of America";"United States of America"
"2007 - 2013 Sweden - Norway (SE-NO)";"Nya ledare i Inlandet";"Høgskolen i Hedmark";"Yes";"Hamarvegen 112";"2411";"Elverum";"Norway";"http://www.sunne.se/sv/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO02  / Hedmark og Oppland";"NO021  / Hedmark";"2411, Elverum, Norway";"2411";"Elverum, Norway";"6047641";"W";"Norway Avenue Northwest";NA;NA;"24017";"Roanoke";"Virginia";"United States of America";"highway";"residential";-79,996751;37,278758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"elverum";"Norway";"United States of America";"United States of America"
"2007 - 2013 Sweden - Norway (SE-NO)";"Samverkan för ungdomar tvärs över gränser och institutioner";"DALSLANDS TRAVSÄLLSKAP";"Yes";"Åmålstravet";"66222";"ÅMÅL";"Sweden";"http://www.interreg-sverige-norge.com/beviljade-projekt/projektarkiv/projekt-2007-2013-beslut-och-slutrapporter/";"";"";"SE Sweden / SVERIGE";"SE2  / SÖDRA SVERIGE";"SE23  / Västsverige";"SE232  / Västra Götalands län";"66222, ÅMÅL, Sweden";"66222";"ÅMÅL, Sweden";"1129577416";"N";"Consulate of Sweden";"1340";"de Beltjen Road";"00803";"Charlotte Amalie";"United States Virgin Islands";"United States of America";"amenity";"embassy";-64,9250912;18,3383638;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"åmål";"Sweden";"United States of America";"United States of America"
"2007 - 2013 Sweden - Norway (SE-NO)";"Utrede og utvikle felles fotballag i grenseområdet Lierne-Frostviken";"Frostviken football association";"Yes";"Brogatan 13";"83090";"GÄDDEDE";"Sweden";"http://www.frostviken.se/";"";"";"SE Sweden / SVERIGE";"SE3  / NORRA SVERIGE";"SE32  / Mellersta Norrland";"SE322  / Jämtlands län";"83090, GÄDDEDE, Sweden";"83090";"GÄDDEDE, Sweden";"128321629";"W";"Travessa Emanuel Swebenborg";NA;NA;"83005-090";"São José dos Pinhais";"Paraná";"Brazil";"highway";"residential";-49,2163689;-25,544419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"gäddede";"Sweden";"Brazil";"Brazil"
"2007 - 2013 Sweden - Norway (SE-NO)";"Vision 10 000";"Halden SK";"Yes";"Postboks 306";"1751";"Halden";"Norway";"http://www.interreg-sverige-norge.com";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO03  / Sør-Østlandet";"NO031  / Østfold";"1751, Halden, Norway";"1751";"Halden, Norway";"35799512";"W";"Norway";NA;NA;"1711";"Parañaque";NA;"Philippines";"highway";"residential";121,031543;14,4855364;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"halden";"Norway";"Philippines";"Philippines"
"2007 - 2013 Sweden - Norway (SE-NO)";"Gränslös fjällbygd";"Frostviken Swedish Church";"Yes";"Storgatan 28";"83090";"Gäddede";"Sweden";"http://www.interreg-sverige-norge.com/beviljade-projekt/projektarkiv/projekt-2007-2013-beslut-och-slutrapporter/";"";"";"SE Sweden / SVERIGE";"SE3  / NORRA SVERIGE";"SE32  / Mellersta Norrland";"SE322  / Jämtlands län";"83090, Gäddede, Sweden";"83090";"Gäddede, Sweden";"128321629";"W";"Travessa Emanuel Swebenborg";NA;NA;"83005-090";"São José dos Pinhais";"Paraná";"Brazil";"highway";"residential";-49,2163689;-25,544419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"gäddede";"Sweden";"Brazil";"Brazil"
"2007 - 2013 Sweden - Norway (SE-NO)";"Gränslös fjällbygd";"Røyrvik Kirkelige Fellesråd";"Yes";"";"7898";"LIMINGEN";"Norway";"http://www.interreg-sverige-norge.com/beviljade-projekt/projektarkiv/projekt-2007-2013-beslut-och-slutrapporter/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO06  / Trøndelag";"NO062  / Nord-Trøndelag";"7898, LIMINGEN, Norway";"7898";"LIMINGEN, Norway";"20813939";"W";"Norway Street";NA;NA;"78943";"Glidden";"Texas";"United States of America";"highway";"residential";-96,591586;29,698896;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"limingen";"Norway";"United States of America";"United States of America"
"2007 - 2013 Sweden - Norway (SE-NO)";"Framtidens tillgång på kapacitet och kompetens i äldreomsorgen - förprojekt";"Årjängs municipality";"Yes";"Storgatan 66";"67229";"ÅRJÄNG";"Sweden";"http://www.arjang.se/sv/";"";"";"SE Sweden / SVERIGE";"SE3  / NORRA SVERIGE";"SE31  / Norra Mellansverige";"SE311  / Värmlands län";"67229, ÅRJÄNG, Sweden";"67229";"ÅRJÄNG, Sweden";"358384192";"W";"Chiesa di San Michele Arcangelo";NA;"Strada Regionale 261 Subequana";"67029";"Tione degli Abruzzi";"Abruzzo";"Italy";"amenity";"place_of_worship";13,6748838;42,1926802;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"årjäng";"Sweden";"Italy";"Italy"
"2007 - 2013 Sweden - Norway (SE-NO)";"Interregionalt universitetsnätverk ""UNISKA-universitetet""";"Högskolen i Hedmark";"Yes";"Hamarvegen 112";"2411";"Elverum";"Norway";"http://www.interreg-sverige-norge.com/beviljade-projekt/projektarkiv/projekt-2007-2013-beslut-och-slutrapporter/";"";"";"NO Norway / NORGE";"NO0  / NORGE";"NO02  / Hedmark og Oppland";"NO021  / Hedmark";"2411, Elverum, Norway";"2411";"Elverum, Norway";"6047641";"W";"Norway Avenue Northwest";NA;NA;"24017";"Roanoke";"Virginia";"United States of America";"highway";"residential";-79,996751;37,278758;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;"OSM_photon";"elverum";"Norway";"United States of America";"United States of America"
